2024-10-16 21:46:02
68774054,풍기인삼 6년근 파삼 세척삼 750g,"3,467원/100g",26000,1몰,,인삼
27532250,한국인삼공사 정관장 양삼15지 300g,1개,261800,5몰,"8,727원/10g","홍삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 홍삼 100%"
27532037,한국인삼공사 정관장 양삼30지 300g,1개,180200,6몰,"6,007원/10g","홍삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 홍삼 100%"
27531983,한국인삼공사 정관장 양삼30지 150g,1개,140030,1몰,"9,335원/10g","홍삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 홍삼 100%"
27529574,동의삼 홍삼로얄젤리스틱 100포,1개,98000,1몰,980원/10g,"홍삼/형태: 젤리/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 90.7%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증]"
27529142,한국인삼공사 정관장 홍삼담은 엘더베리스틱 10ml 30포,1개,40190,10몰,"1,340원/10ml","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.2%(고형분 64%, 홍삼성분 70mg/g 이상)"
932608,한국인삼공사 정관장 양삼10지 600g,1개,804100,5몰,"13,402원/10g","홍삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 홍삼 100%"
27506717,한국인삼공사 정관장 천녹 Energetic 70ml 60포,1,451820,46몰,1개,"홍삼/형태: 추출액/섭취대상: 시니어/섭취횟수, 양: 1일 2회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2.14%(고형분 64%, 홍삼성분 70mg/g 이상)/녹용농축액 1.29%(고형분 16%)"
60421577,한국인삼공사 정관장 천녹 Energetic 70ml 60포,2,970900,1몰,2개,"홍삼/형태: 추출액/섭취대상: 시니어/섭취횟수, 양: 1일 2회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2.14%(고형분 64%, 홍삼성분 70mg/g 이상)/녹용농축액 1.29%(고형분 16%)"
28959005,금산인삼 못난이삼 1kg 수삼 파삼 홍삼제조용 대용량,,32900,1몰,,농산물/채소/인삼/산삼
27506567,한국인삼공사 정관장 천녹 Energetic 70ml 30포,1개,241840,42몰,"1,152원/10ml","홍삼/형태: 추출액/섭취대상: 시니어/섭취횟수, 양: 1일 2회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2.14%(고형분 64%, 홍삼성분 70mg/g 이상)/녹용농축액 1.29%(고형분 16%)"
27506450,한국인삼공사 정관장 천녹 Lively 70ml 60포,1개,452290,30몰,"1,077원/10ml","홍삼/형태: 추출액/섭취대상: 성인여성/섭취횟수, 양: 1일 2회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2.14%(고형분 64%, 홍삼성분 70mg/g 이상)/녹용농축액 1.29%(고형분 16%)"
27506231,한국인삼공사 정관장 천녹 Lively 70ml 30포,1개,240340,19몰,"1,144원/10ml","홍삼/형태: 추출액/섭취대상: 성인여성/섭취횟수, 양: 1일 2회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2.14%(고형분 64%, 홍삼성분 70mg/g 이상)/녹용농축액 1.29%(고형분 16%)"
27505529,한국인삼공사 정관장 화애락 와이즈미 70ml 30포,1개,174440,67몰,831원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 17mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 7.143%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29297615,자민경 원기진고 240g 6년근 홍삼 + 프리미엄 녹용 + 진세노사이드 12mg,,312340,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼정/농축액
28958900,금산인삼 가족인삼 산지직송 난발삼 파삼 수삼 세척인삼 난발삼 소 500g 국내산,,10120,2몰,,농산물/채소/인삼/산삼
25710113,한국인삼공사 정관장 화애락 터닝미 70ml 30포,1,139450,36몰,1개,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25718594,한국인삼공사 정관장 화애락 터닝미 70ml 30포,2개,284390,9몰,677원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25720982,한국인삼공사 정관장 화애락 터닝미 70ml 30포,3개,402760,20몰,639원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25722083,한국인삼공사 정관장 화애락 터닝미 70ml 30포,4개,585190,21몰,697원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29295185,한국인삼공사 정관장 화애락 터닝미 70ml 30포,2,728990,44몰,5개,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29296793,한국인삼공사 정관장 화애락 터닝미 70ml 30포,6개,821540,13몰,652원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29904080,한국인삼공사 정관장 화애락 터닝미 70ml 30포,7개,1020620,3몰,694원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
56496272,한국인삼공사 정관장 화애락 터닝미 70ml 30포,11개,1956690,2몰,847원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
56496062,한국인삼공사 정관장 화애락 터닝미 70ml 30포,12개,1941400,7몰,770원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28958405,우체국쇼핑 단양 삼봉 새싹삼 120뿌리,400원/1개,48000,1몰,,인삼
25712720,한국인삼공사 정관장 화애락 터닝미 70ml 30포(겉케이스 미포함),1,133130,136몰,1개,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25717910,한국인삼공사 정관장 화애락 터닝미 70ml 30포(겉케이스 미포함),2개,364200,7몰,867원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25720169,한국인삼공사 정관장 화애락 터닝미 70ml 30포(겉케이스 미포함),3개,515140,11몰,818원/10ml,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25722320,한국인삼공사 정관장 화애락 터닝미 70ml 30포(겉케이스 미포함),2,719390,7몰,4개,"홍삼/형태: 농축액/섭취대상: 성인여성/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 25mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6.51%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 갱년기 개선, 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25705595,한국인삼공사 정관장 홍삼정 캡슐 현 50캡슐,2,13140,2몰,1개,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 3캡슐/
[진세노사이드 일일섭취량] 4.2mg/
[원재료/함량] 원재료: 6년근/홍삼농축액분말 20%(고형분 95%)/배합비율: 홍삼근 75% 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25705874,한국인삼공사 정관장 홍삼정 캡슐 현 50캡슐,1,26280,9몰,2개,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 3캡슐/
[진세노사이드 일일섭취량] 4.2mg/
[원재료/함량] 원재료: 6년근/홍삼농축액분말 20%(고형분 95%)/배합비율: 홍삼근 75% 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25672511,천지양 튼튼쑥쑥 키즈홍삼스틱 망고맛 10ml 100포,1,48520,30몰,1개,"홍삼/형태: 농축액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 2회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 4mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 3.2%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
25673453,천지양 튼튼쑥쑥 키즈홍삼스틱 망고맛 10ml 100포,2,113050,12몰,2개,"홍삼/형태: 농축액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 2회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 4mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 3.2%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21721862,한국인삼공사 정관장 천녹 그로잉 40ml 30포,1개,164670,48몰,"1,372원/10ml","홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 2회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 1%(고형분 64%, 홍삼성분 70mg/g)/녹용농축액 2.5%(고형분 16% 녹용 SAT등급 100%)"
68081588,정관장 홍삼정 에브리타임 필름 20매,2개,70000,1몰,"1,750원/1매","홍삼/섭취대상: 성인남녀/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
21625901,한국인삼공사 정관장 홍삼정 에브리타임 필름 20매,1,28990,64몰,1개,"홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21703172,한국인삼공사 정관장 홍삼정 에브리타임 필름 20매,2,65600,26몰,2개,"홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29204510,한국인삼공사 정관장 홍삼정 에브리타임 필름 20매,3개,98390,6몰,"1,640원/1매","홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21721490,한국인삼공사 정관장 홍삼정 에브리타임 필름 20매,4개,131100,17몰,"1,639원/1매","홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
26033309,한국인삼공사 정관장 홍삼정 에브리타임 필름 20매,5개,157260,23몰,"1,573원/1매","홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29250962,한국인삼공사 정관장 홍삼정 에브리타임 필름 20매,6개,184900,2몰,"1,541원/1매","홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21625973,한국인삼공사 정관장 홍삼정 에브리타임 필름 60매,1,79010,102몰,1개,"홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21703217,한국인삼공사 정관장 홍삼정 에브리타임 필름 60매,2,184290,6몰,2개,"홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21721493,한국인삼공사 정관장 홍삼정 에브리타임 필름 60매,3개,349600,1몰,"1,942원/1매","홍삼/형태: 구강용해필름/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1매/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 43.85%(고형분 60%)/배합비율: 홍미삼 100%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
21544622,한국인삼공사 정관장 홍삼 진윤고 100g,3개,189000,1몰,"6,300원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 10g/
[진세노사이드 일일섭취량] 6.6mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 15%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
68402792,옻가네 김소형원방 삼본침향환 3.75g 60환,4개,188990,2몰,,홍삼/형태: 환
29753177,풍기인삼 6년근 원수삼 소 750g,,40330,3몰,,
29288708,프롬바이오 쇼핑백 증정 이병헌의 100% 국내산 6년근 홍삼정 240g1병,,99180,3몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼정/농축액
63518207,미각기행 못난이 산양산삼 5-6년근 15g 8-13뿌리 1+1,,37900,3몰,,
68402822,정관장 홍삼정 에브리타임 리미티드 10ml 30포,4개,509370,1몰,"4,245원/10ml","홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/
진세노사이드 1일함량:11.6mg/원재료: 6년근/건강기능식품/이력추적/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
29436704,한국인삼공사 정관장 홍삼톤 리미티드_프리미엄 국산6년근홍삼,,201580,2몰,,홍삼/건강식품/홍삼/녹용/흑염소
